cpc;nace;weight
H05B;23.41;0.01463596
H05B;23.42;0.01463596
H05B;23.43;0.01463596
H05B;23.44;0.01463596
H05B;23.49;0.01463596
H05B;26.11;0.040741
H05B;26.12;0.040741
H05B;26.51;0.0222557
H05B;27.11;0.10990355
H05B;27.12;0.10990355
H05B;27.40;0.0404412
H05B;27.51;0.2325544
H05B;27.52;0.2325544
H05B;28.21;0.0670223
H05C;25.40;0.1359955
H05C;26.11;0.2253792
H05C;26.12;0.2253792
H05C;27.11;0.1683933
H05C;27.12;0.1683933
H05C;27.20;0.0764596
H05F;22.21;0.0311479
H05F;22.22;0.0311479
H05F;22.23;0.0311479
H05F;22.29;0.0311479
H05F;23.41;0.00922236
H05F;23.42;0.00922236
H05F;23.43;0.00922236
H05F;23.44;0.00922236
H05F;23.49;0.00922236
H05F;25.91;0.009219
H05F;25.92;0.009219
H05F;25.93;0.009219
H05F;25.94;0.009219
H05F;25.99;0.009219
H05F;26.11;0.0275127
H05F;26.12;0.0275127
H05F;26.20;0.0529899
H05F;26.30;0.0263454
H05F;27.33;0.0573801
H05F;30.30;0.2482247
H05F;32.91;0.17161805
H05F;32.99;0.17161805
H05G;26.20;0.0215463
H05G;26.40;0.1207633
H05G;26.51;0.0244144
H05G;26.60;0.1530038
H05G;26.70;0.0510142
H05G;27.11;0.2633071
H05G;27.12;0.2633071
H05G;32.50;0.0325428
H05G;59.12;0.070101
H05H;23.41;0.01470572
H05H;23.42;0.01470572
H05H;23.43;0.01470572
H05H;23.44;0.01470572
H05H;23.49;0.01470572
H05H;25.50;0.0322064
H05H;26.11;0.0429055
H05H;26.12;0.0429055
H05H;26.30;0.0823665
H05H;27.11;0.02981715
H05H;27.12;0.02981715
H05H;27.90;0.5338844
H05H;59.20;0.1325688
H05K;23.11;0.013465979999999999
H05K;23.12;0.013465979999999999
H05K;23.13;0.013465979999999999
H05K;23.14;0.013465979999999999
H05K;23.19;0.013465979999999999
H05K;23.41;0.044976539999999995
H05K;23.42;0.044976539999999995
H05K;23.43;0.044976539999999995
H05K;23.44;0.044976539999999995
H05K;23.49;0.044976539999999995
H05K;25.50;0.1263594
H05K;25.61;0.0976555
H05K;25.62;0.0976555
H05K;25.91;0.008631900000000001
H05K;25.92;0.008631900000000001
H05K;25.93;0.008631900000000001
H05K;25.94;0.008631900000000001
H05K;25.99;0.008631900000000001
H05K;26.11;0.1147543
H05K;26.12;0.1147543
H05K;26.20;0.0414965
H05K;27.33;0.0719523
Y02B;26.11;0.03726815
Y02B;26.12;0.03726815
Y02B;26.30;0.0246044
Y02B;26.51;0.0377555
Y02B;26.52;0.0275671
Y02B;27.11;0.04496005
Y02B;27.12;0.04496005
Y02B;27.20;0.1174094
Y02B;27.40;0.0710939
Y02B;27.51;0.07566465
Y02B;27.52;0.07566465
Y02B;28.25;0.020859
Y02B;28.29;0.020859
Y02B;35.30;0.1782604
Y02B;36.00;0.1854707
Y02B;95.12;0.0003347
Y02C;20.11;0.186141925
Y02C;20.12;0.186141925
Y02C;20.13;0.186141925
Y02C;20.14;0.186141925
Y02C;20.15;0.0945806
Y02C;35.21;0.027027766666666665
Y02C;35.22;0.027027766666666665
Y02C;35.23;0.027027766666666665
Y02C;35.30;0.0299069
Y02C;36.00;0.0498616
Y02E;24.41;0.004029666666666667
Y02E;24.42;0.004029666666666667
Y02E;24.43;0.004029666666666667
Y02E;24.44;0.004029666666666667
Y02E;24.45;0.004029666666666667
Y02E;24.46;0.004029666666666667
Y02E;25.30;0.0321652
Y02E;27.11;0.0180407
Y02E;27.12;0.0180407
Y02E;27.20;0.1893857
Y02E;27.51;0.03013145
Y02E;27.52;0.03013145
Y02E;27.90;0.3325356
Y02E;28.11;0.0244275
Y02E;35.30;0.0966042
Y02E;36.00;0.2043595
Y02T;26.11;0.01557015
Y02T;26.12;0.01557015
Y02T;26.51;0.1418197
Y02T;27.11;0.0557732
Y02T;27.12;0.0557732
Y02T;27.20;0.240505
Y02T;28.11;0.2518817
Y02T;28.13;0.01407275
Y02T;28.14;0.01407275
Y02T;28.15;0.1261863
Y02T;30.30;0.033231
Y02T;35.21;0.011848
Y02T;35.22;0.011848
Y02T;35.23;0.011848
Y02W;08.91;0.0024028
Y02W;20.11;0.00633095
Y02W;20.12;0.00633095
Y02W;20.13;0.00633095
Y02W;20.14;0.00633095
Y02W;20.15;0.0759919
Y02W;24.10;0.033413983333333334
Y02W;24.20;0.033413983333333334
Y02W;24.31;0.033413983333333334
Y02W;24.32;0.033413983333333334
Y02W;24.33;0.033413983333333334
Y02W;24.34;0.033413983333333334
Y02W;24.41;0.007874133333333333
Y02W;24.42;0.007874133333333333
Y02W;24.43;0.007874133333333333
Y02W;24.44;0.007874133333333333
Y02W;24.45;0.007874133333333333
Y02W;24.46;0.007874133333333333
Y02W;28.21;0.1518689
Y02W;36.00;0.4107563
Y02W;37.00;0.0859276
Y04S;26.11;0.0339482
Y04S;26.12;0.0339482
Y04S;26.20;0.0377298
Y04S;26.30;0.0549154
Y04S;26.51;0.043347
Y04S;27.11;0.15276435
Y04S;27.12;0.15276435
Y04S;27.20;0.0302581
Y04S;33.13;0.0233675
Y04S;33.14;0.0590677
Y04S;35.11;0.0944723
Y04S;35.12;0.0944723
Y04S;35.13;0.0944723
Y04S;35.14;0.0944723
Y10S;13.91;0.0701023
Y10S;21.10;0.0845193
Y10S;21.20;0.0845193
Y10S;23.11;0.01001682
Y10S;23.12;0.01001682
Y10S;23.13;0.01001682
Y10S;23.14;0.01001682
Y10S;23.19;0.01001682
Y10S;23.61;0.00768305
Y10S;23.62;0.00768305
Y10S;23.63;0.00768305
Y10S;23.64;0.00768305
Y10S;23.65;0.00768305
Y10S;23.69;0.00768305
Y10S;24.10;0.007751983333333334
Y10S;24.20;0.007751983333333334
Y10S;24.31;0.007751983333333334
Y10S;24.32;0.007751983333333334
Y10S;24.33;0.007751983333333334
Y10S;24.34;0.007751983333333334
Y10S;24.41;0.016577966666666666
Y10S;24.42;0.016577966666666666
Y10S;24.43;0.016577966666666666
Y10S;24.44;0.016577966666666666
Y10S;24.45;0.016577966666666666
Y10S;24.46;0.016577966666666666
Y10S;25.50;0.0491531
Y10S;26.20;0.2052005
Y10S;28.25;0.0176712
Y10S;28.29;0.0176712
Y10S;36.00;0.229001
Y10T;13.91;0.1413627
Y10T;23.11;0.01167642
Y10T;23.12;0.01167642
Y10T;23.13;0.01167642
Y10T;23.14;0.01167642
Y10T;23.19;0.01167642
Y10T;23.41;0.006725159999999999
Y10T;23.42;0.006725159999999999
Y10T;23.43;0.006725159999999999
Y10T;23.44;0.006725159999999999
Y10T;23.49;0.006725159999999999
Y10T;23.61;0.00624365
Y10T;23.62;0.00624365
Y10T;23.63;0.00624365
Y10T;23.64;0.00624365
Y10T;23.65;0.00624365
Y10T;23.69;0.00624365
Y10T;24.10;0.008694583333333334
Y10T;24.20;0.008694583333333334
Y10T;24.31;0.008694583333333334
Y10T;24.32;0.008694583333333334
Y10T;24.33;0.008694583333333334
Y10T;24.34;0.008694583333333334
Y10T;24.41;0.009608583333333334
Y10T;24.42;0.009608583333333334
Y10T;24.43;0.009608583333333334
Y10T;24.44;0.009608583333333334
Y10T;24.45;0.009608583333333334
Y10T;24.46;0.009608583333333334
Y10T;25.50;0.0319402
Y10T;25.61;0.02252915
Y10T;25.62;0.02252915
Y10T;25.71;0.026536599999999997
Y10T;25.72;0.026536599999999997
Y10T;25.73;0.026536599999999997
Y10T;28.11;0.0463206
Y10T;28.15;0.1937794
Y10T;28.41;0.0274533
Y10T;28.49;0.0274533
Y10T;28.94;0.0585944
Y10T;29.10;0.0260509
Y10T;30.92;0.0286194
Y10T;36.00;0.054469
